	Date	Retailer	Company	Margin	Amount
7885	7/28/2020	ElectroFlow	AnchorVolt Industries	723.21	5133.80
7886	7/28/2020	ElectroFlow	AnchorVolt Industries	278.14	1940.20
7887	7/28/2020	ElectroFlow	AnchorVolt Industries	408.34	2900.80
7888	7/28/2020	ElectroFlow	AnchorVolt Industries	1299.70	5567.00
7889	7/28/2020	ElectroFlow	AnchorVolt Industries	191.10	3433.00
7890	7/28/2020	WattMaster	VoltHaven Manufacturing	28.01	490.00
7891	7/28/2020	WattMaster	VoltHaven Manufacturing	258.53	1601.00
7892	7/28/2020	WattMaster	VoltHaven Manufacturing	87.01	1098.00
7893	7/28/2020	WattMaster	HavellSpark Fabrications	66.51	977.00
7894	7/28/2020	WattMaster	ApexCraft Electric	1366.02	9616.76
7895	7/28/2020	WattMaster	ZenithWeld Electric	2717.32	6216.32
7896	7/28/2020	WattMaster	SupraVolt Manufacturing	98.93	473.00
7897	7/28/2020	WattMaster	SupraVolt Manufacturing	320.96	1035.00
7898	7/28/2020	WattMaster	SupraVolt Manufacturing	137.66	1025.00
7899	7/28/2020	WattMaster	SupraVolt Manufacturing	-3376.29	1052.00
7900	7/28/2020	WattMaster	SupraVolt Manufacturing	70.63	554.00
7901	7/28/2020	WattMaster	SupraVolt Manufacturing	100.05	670.80
7902	7/28/2020	WattMaster	SupraVolt Manufacturing	156.21	1038.00
7903	7/28/2020	WattMaster	SupraVolt Manufacturing	123.86	888.70
7904	7/28/2020	BrightEnergy	HavellVolt Solutions	1138.52	14005.00
7905	7/28/2020	Cash	VoltStar Havells	314.27	376.50
7906	7/28/2020	Cash	VoltStar Havells	80.24	114.00
7907	7/28/2020	Cash	VoltStar Havells	136.43	206.60
7908	7/28/2020	Cash	VoltStar Havells	161.82	273.50
7909	7/28/2020	Cash	VoltStar Havells	556.55	844.00
7910	7/28/2020	Cash	ApexVolt Industries	6.70	28.20
7911	7/28/2020	Cash	AnchorVolt Industries	669.14	1999.20
7912	7/28/2020	Cash	AnchorVolt Industries	261.43	808.50
7913	7/28/2020	Cash	AnchorVolt Industries	68.66	199.92
7914	7/28/2020	Cash	AnchorVolt Industries	527.03	1812.18
7915	7/28/2020	Cash	AnchorVolt Industries	337.18	983.20
7916	7/28/2020	Cash	AnchorVolt Industries	406.47	1229.94
7917	7/28/2020	Cash	AnchorVolt Industries	140.40	456.76
7918	7/28/2020	Cash	AnchorVolt Industries	80.58	247.00
7919	7/28/2020	Cash	AnchorVolt Industries	396.27	1227.00
7920	7/28/2020	Cash	AnchorVolt Industries	116.29	353.00
7921	7/28/2020	Cash	AnchorVolt Industries	138.40	413.60
7922	7/28/2020	Cash	AnchorVolt Industries	547.99	1480.00
7923	7/28/2020	Cash	VoltIndus Fabrications	133.38	447.44
7924	7/28/2020	Cash	VoltIndus Fabrications	261.01	837.62
7925	7/28/2020	Cash	VoltIndus Fabrications	280.28	1474.62
7926	7/28/2020	Cash	BharatElectra Works	164.64	4795.94
7927	7/28/2020	Cash	BharatElectra Works	124.49	6253.66
7928	7/28/2020	Cash	BharatElectra Works	171.11	6788.01
7929	7/28/2020	Cash	BharatElectra Works	226.16	7216.93
7930	7/28/2020	Cash	BharatElectra Works	205.28	3824.00
7931	7/28/2020	Cash	BharatElectra Works	214.07	1933.00
7932	7/28/2020	Cash	SupraVolt Manufacturing	330.70	498.20
7933	7/29/2020	ElectroLink	AnchorVolt Industries	-319.99	1.01
7934	7/29/2020	ElectroLink	AnchorVolt Industries	-46.23	9.01
7935	7/29/2020	ElectroLink	SupraVolt Manufacturing	-42.80	0.01
7936	7/29/2020	ElectroLink	SupraVolt Manufacturing	-34.39	8.01
7937	7/29/2020	ElectroLink	SupraVolt Manufacturing	-13.94	7.01
7938	7/29/2020	ElectroLink	SupraVolt Manufacturing	-15.79	8.01
7939	7/29/2020	Cash	ApexVolt Industries	6.61	49.80
7940	7/29/2020	Cash	BharatElectra Works	40.38	1203.11
7941	7/29/2020	Cash	BharatElectra Works	41.89	3101.86
7942	7/29/2020	Cash	BharatElectra Works	44.21	2250.09
7943	7/29/2020	Cash	BharatElectra Works	94.21	3579.03
7944	7/30/2020	WattWave	AnchorVolt Industries	71.25	532.76
7945	7/30/2020	PulseCraft Depot	VoltStar Havells	81.19	105.80
7946	7/30/2020	PulseCraft Depot	VoltStar Havells	112.54	197.06
7947	7/30/2020	PulseCraft Depot	VoltStar Havells	96.04	190.00
7948	7/30/2020	PulseCraft Depot	ApexVolt Industries	10.74	29.20
7949	7/30/2020	PulseCraft Depot	AnchorVolt Industries	28.74	95.10
7950	7/30/2020	PulseCraft Depot	AnchorVolt Industries	21.89	69.68
7951	7/30/2020	PulseCraft Depot	AnchorVolt Industries	24.42	70.68
7952	7/30/2020	PulseCraft Depot	AnchorVolt Industries	40.13	111.00
7953	7/30/2020	PulseCraft Depot	HavellCore Technologies	12.41	11.74
7954	7/30/2020	PulseCraft Depot	Others	12.42	19.08
7955	7/30/2020	PulseCraft Depot	BharatElectra Works	62.29	295.00
7956	7/30/2020	PulseCraft Depot	BharatElectra Works	45.61	1573.90
7957	7/30/2020	PulseCraft Depot	SupraVolt Manufacturing	81.85	142.04
7958	7/30/2020	PulseCraft Depot	SupraVolt Manufacturing	55.95	103.08
7959	7/30/2020	PulseCraft Depot	SupraVolt Manufacturing	20.69	41.80
7960	7/30/2020	PulseCraft Depot	ElectroSaar Fabricators	16.40	35.00
7961	7/30/2020	VoltNexus	HavellVolt Solutions	1132.52	14002.00
7962	7/30/2020	VoltNexus	HavellVolt Solutions	714.53	7063.00
7963	7/30/2020	ElectroMotive	HavellVolt Solutions	321.53	4986.00
7964	7/31/2020	BrightWire	Others	129.65	326.00
7965	7/31/2020	Cash	VoltStar Havells	375.91	773.04
7966	7/31/2020	WattWave	AnchorVolt Industries	167.07	1323.00
7967	7/31/2020	Cash	ZenithCraft Engineering	404.00	2173.00
7968	7/31/2020	Cash	ApexVolt Industries	17.71	136.00
7969	7/31/2020	Cash	Others	21.36	51.40
7970	7/31/2020	Cash	Others	16.25	287.20
7971	7/31/2020	Cash	Others	10.68	56.00
7972	7/31/2020	Cash	Others	82.08	591.20
7973	7/31/2020	Cash	Others	353.46	6119.60
7974	8/1/2020	Cash	VoltHaven Manufacturing	17.90	73.00
7975	8/1/2020	Cash	VoltStar Havells	13.32	31.20
7976	8/1/2020	Cash	VoltStar Havells	120.30	215.60
7977	8/1/2020	Cash	VoltStar Havells	47.69	91.16
7978	8/1/2020	Cash	ApexVolt Industries	3.74	39.20
7979	8/1/2020	Cash	AnchorVolt Industries	22.91	69.68
7980	8/1/2020	Cash	AnchorVolt Industries	24.44	70.68
7981	8/1/2020	Cash	AnchorVolt Industries	84.32	226.50
7982	8/1/2020	Cash	VoltIndus Fabrications	96.32	400.40
7983	8/1/2020	Cash	BharatElectra Works	162.40	4552.16
7984	8/1/2020	Cash	BharatElectra Works	106.01	1072.00
7985	8/1/2020	Cash	BharatElectra Works	256.45	3281.00
7986	8/1/2020	Cash	OrionVolt Systems	30.17	119.40
7987	8/1/2020	Cash	AnchorTech Systems	2342.26	19753.00
7988	7/31/2020	BrightMotive	HavellVolt Solutions	571.81	7004.00
7989	8/1/2020	Cash	ApexVolt Industries	16.63	367.00
7990	8/1/2020	Cash	Others	59.69	598.00
7991	8/1/2020	Cash	SupraElectra Industries	218.20	1688.00
7992	8/1/2020	Cash	Others	249.00	1410.00
7993	8/1/2020	Cash	Others	264.90	2965.80
7994	8/1/2020	PulseCraft Depot	ApexCraft Electric	333.77	922.00
7995	8/1/2020	Cash	HavellVolt Solutions	205.13	1896.00
7996	8/1/2020	Cash	Others	14.86	28.00
7997	8/1/2020	Cash	Others	38.09	87.00
7998	8/2/2020	CurrentSphere	VoltStar Havells	178.10	906.00
7999	8/2/2020	Cash	ApexVolt Industries	7.15	77.60
8000	8/2/2020	Cash	Others	6.66	36.20
8001	8/2/2020	Cash	Others	12.97	243.00
8002	8/2/2020	Cash	Others	77.64	513.40
8003	8/2/2020	Cash	Others	143.20	2584.30
8004	8/2/2020	Cash	Others	92.73	1656.10
8005	8/3/2020	WattEdge	VoltStar Havells	554.00	1899.00
8006	8/3/2020	WattEdge	Others	348.94	2946.00
8007	8/4/2020	PulseCraft Depot	HavellSpark Fabrications	16.40	129.00
8008	8/4/2020	PulseCraft Depot	ApexVolt Industries	7.87	15.60
8009	8/4/2020	PulseCraft Depot	ElectroSaar Fabricators	41.20	77.00
8010	8/4/2020	PulseCraft Depot	ElectroSaar Fabricators	28.50	49.00
8011	8/5/2020	PulseCraft Depot	BharatElectra Works	60.53	460.00
8012	8/5/2020	ElectroLink	VoltStar Havells	283.21	1109.80
8013	8/5/2020	ElectroLink	VoltStar Havells	468.00	2249.00
8014	8/5/2020	ElectroLink	SupraVolt Manufacturing	216.94	1079.00
8015	8/5/2020	ElectroLink	OrionVolt Systems	36.98	259.80
8016	8/5/2020	ElectroLink	OrionVolt Systems	32.36	286.00
8017	8/5/2020	PulseCraft Depot	BharatElectra Works	48.49	2357.63
8018	8/3/2020	PulseCraft Depot	VoltIndus Fabrications	64.50	204.06
8019	8/3/2020	PulseCraft Depot	BharatElectra Works	27.21	101.00
8020	8/3/2020	ElectroSource	BharatElectra Works	38.51	10945.19
8021	8/3/2020	ElectroFlow	VoltStar Havells	915.00	5328.00
8022	8/3/2020	ElectroFlow	VoltStar Havells	412.50	4904.00
8023	8/2/2020	VoltVille	AnchorVolt Industries	372.24	2546.00
8024	8/2/2020	VoltVille	AnchorVolt Industries	104.33	704.70
8025	8/2/2020	VoltVille	AnchorVolt Industries	153.11	1107.40
8026	8/1/2020	PulseCraft Depot	AnchorVolt Industries	23.79	101.10
8027	8/1/2020	PulseCraft Depot	AnchorVolt Industries	17.76	78.68
8028	8/1/2020	PulseCraft Depot	AnchorVolt Industries	16.29	77.68
8029	8/1/2020	PulseCraft Depot	AnchorVolt Industries	24.92	56.00
8030	8/1/2020	PulseCraft Depot	HavellCore Technologies	6.42	12.38
8031	8/1/2020	PulseCraft Depot	NexaGrid Solutions	9.97	25.00
8032	8/1/2020	PulseCraft Depot	BharatElectra Works	32.65	204.00
8033	8/1/2020	PulseCraft Depot	GridHavell Technologies	10.79	32.50
8034	8/1/2020	PulseCraft Depot	VoltStar Havells	98.69	231.00
8035	8/1/2020	PulseCraft Depot	Others	56.34	139.40
8036	8/1/2020	PulseCraft Depot	SupraElectra Industries	278.47	1470.00
8037	8/1/2020	PulseCraft Depot	FusionAnchor Technologies	398.66	834.56
8038	8/1/2020	PulseCraft Depot	FusionAnchor Technologies	696.25	1496.12
8039	7/31/2020	PulseCraft Depot	HavellVolt Solutions	214.45	1824.00
8040	8/6/2020	Cash	BharatElectra Works	44.45	1574.90
8041	8/7/2020	Cash	AnchorVolt Industries	877.37	2658.00
8042	8/7/2020	Cash	ApexVolt Industries	9.36	63.00
8043	8/7/2020	Cash	BharatElectra Works	114.44	3368.00
8044	8/7/2020	ElectroSource	VoltStar Havells	642.00	5147.00
8045	8/8/2020	WattWave	AnchorVolt Industries	340.13	2656.80
8046	8/8/2020	WattWave	AnchorVolt Industries	107.23	711.70
8047	8/8/2020	WattWave	AnchorVolt Industries	244.75	2034.10
8048	8/8/2020	WattWave	AnchorVolt Industries	231.98	1385.30
8049	8/8/2020	WattWave	AnchorVolt Industries	419.24	3273.50
8050	8/8/2020	CurrentPulse	VoltStar Havells	485.65	1418.50
8051	8/8/2020	CurrentPulse	VoltStar Havells	516.26	1488.80
8052	8/8/2020	CurrentPulse	VoltStar Havells	509.26	1495.80
8053	8/8/2020	CurrentPulse	VoltStar Havells	403.87	1201.44
8054	8/8/2020	CurrentPulse	VoltStar Havells	437.56	1261.52
8055	8/8/2020	CurrentPulse	VoltStar Havells	568.55	1674.22
8056	8/8/2020	CurrentPulse	VoltStar Havells	369.19	1092.32
8057	8/8/2020	CurrentPulse	VoltStar Havells	438.63	1288.34
8058	8/8/2020	CurrentPulse	AnchorVolt Industries	174.10	1331.40
8059	8/8/2020	CurrentPulse	AnchorVolt Industries	209.66	1640.25
8060	8/8/2020	Cash	AnchorVolt Industries	2641.11	7939.00
8061	8/8/2020	CurrentFusion	HavellVolt Solutions	879.66	9203.00
8062	8/8/2020	BrightWire	VoltStar Havells	104.21	739.28
8063	8/8/2020	PulseCraft Depot	BharatElectra Works	101.28	676.00
8064	8/10/2020	ElectroLink	AnchorVolt Industries	1867.13	40222.00
8065	8/17/2020	BrightElectro	VoltStar Havells	275.00	952.00
8066	8/17/2020	BrightElectro	AnchorVolt Industries	185.50	1388.00
8067	8/17/2020	BrightElectro	AnchorVolt Industries	217.76	1658.50
8068	8/17/2020	BrightElectro	AnchorVolt Industries	124.98	977.20
8069	8/17/2020	BrightElectro	AnchorVolt Industries	163.04	1245.70
8070	8/17/2020	BrightElectro	AnchorVolt Industries	128.60	963.50
8071	8/17/2020	BrightElectro	AnchorVolt Industries	127.00	1012.00
8072	8/17/2020	BrightElectro	AnchorVolt Industries	2409.26	51831.00
8073	8/17/2020	BrightElectro	ElectroAnchor Systems	925.45	7055.70
8074	8/10/2020	ElectroFusion	VoltStar Havells	406.13	2225.00
8075	8/10/2020	ElectroFusion	VoltStar Havells	274.41	1100.00
8076	8/10/2020	ElectroFusion	AnchorVolt Industries	992.48	7280.00
8077	8/10/2020	ElectroFusion	AnchorVolt Industries	403.09	2608.00
8078	8/10/2020	ElectroFusion	AnchorVolt Industries	365.77	2605.00
8079	8/10/2020	ElectroFusion	AnchorVolt Industries	437.57	3117.40
8080	8/10/2020	ElectroFusion	AnchorVolt Industries	342.97	2460.60
8081	8/10/2020	ElectroFusion	AnchorVolt Industries	583.92	4166.20
8082	8/10/2020	ElectroFusion	AnchorVolt Industries	195.28	1385.70
8083	8/10/2020	ElectroFusion	AnchorVolt Industries	409.37	2902.80
8084	8/10/2020	ElectroFusion	AnchorVolt Industries	1063.10	7575.40
8085	8/10/2020	ElectroFusion	AnchorVolt Industries	821.04	4465.00
8086	8/10/2020	ElectroFusion	AnchorVolt Industries	600.08	1719.60
8087	8/10/2020	ElectroFusion	AnchorVolt Industries	478.18	3421.20
8088	8/10/2020	ElectroFusion	AnchorVolt Industries	319.77	2232.00
8089	8/10/2020	ElectroFusion	AnchorVolt Industries	273.15	1931.20
8090	8/10/2020	ElectroFusion	AnchorVolt Industries	459.12	3264.80
8091	8/10/2020	ElectroFusion	AnchorVolt Industries	1456.06	10397.00
8092	8/10/2020	PulseCraft Depot	ApexVolt Industries	48.34	286.00
8093	8/10/2020	WattZone	AnchorVolt Industries	2406.26	51834.00
8094	8/10/2020	ElectroGlow	VoltStar Havells	3276.00	11345.00
8095	8/10/2020	ElectroGlow	AnchorVolt Industries	2415.26	51831.00
8096	8/10/2020	ElectroSource	HavellVolt Solutions	566.81	7008.00
8097	8/10/2020	ElectroSource	HavellVolt Solutions	874.66	9203.00
8098	8/11/2020	BrightWire	AnchorVolt Industries	438.20	5045.00
8099	8/11/2020	BrightWire	AnchorVolt Industries	312.74	2239.00
8100	8/5/2020	PulseCraft Depot	VoltStar Havells	139.10	284.00
8101	8/5/2020	PulseCraft Depot	Others	31.64	72.00
8102	8/5/2020	PulseCraft Depot	BharatElectra Works	26.91	195.00
8103	8/5/2020	PulseCraft Depot	BharatElectra Works	66.14	425.00
8104	8/10/2020	PulseCraft Depot	SupraElectra Industries	11.39	69.20
8105	8/10/2020	PulseCraft Depot	FusionAnchor Technologies	293.46	625.17
8106	8/10/2020	PulseCraft Depot	FusionAnchor Technologies	45.26	106.82
8107	8/10/2020	PulseCraft Depot	FusionAnchor Technologies	50.40	119.29
8108	8/10/2020	PulseCraft Depot	FusionAnchor Technologies	78.08	156.69
8109	8/10/2020	PulseCraft Depot	FusionAnchor Technologies	163.81	356.98
8110	8/11/2020	Cash	VoltStar Havells	137.37	406.00
8111	8/11/2020	Cash	Others	98.09	260.00
8112	8/11/2020	Cash	SupraElectra Industries	216.10	1684.00
8113	8/11/2020	Cash	SupraElectra Industries	69.44	280.80
8114	8/11/2020	Cash	Others	68.00	71.00
8115	8/11/2020	Cash	PowerMatic Havells	99.88	396.40
8116	8/11/2020	Cash	Others	307.63	1184.00
8117	8/11/2020	Cash	FusionAnchor Technologies	425.16	972.80
8118	8/11/2020	Cash	FusionAnchor Technologies	102.75	269.88
8119	8/11/2020	Cash	FusionAnchor Technologies	186.68	433.36
8120	8/11/2020	Cash	FusionAnchor Technologies	227.95	520.08
8121	8/11/2020	Cash	FusionAnchor Technologies	165.56	402.84
8122	8/11/2020	Cash	FusionAnchor Technologies	236.19	542.24
8123	8/11/2020	Cash	FusionAnchor Technologies	405.83	963.56
8124	8/11/2020	SparkVision	OrionVolt Systems	14.37	72.80
8125	8/13/2020	ElectroLink	VoltStar Havells	1314.35	5074.60
8126	8/13/2020	ElectroLink	AnchorVolt Industries	390.29	2992.60
8127	8/13/2020	ElectroLink	ApexCraft Electric	706.01	4129.98
8128	8/13/2020	ElectroLink	ApexCraft Electric	847.43	5560.04
8129	8/13/2020	ElectroLink	ApexCraft Electric	1321.79	7752.44
8130	8/13/2020	ElectroLink	FusionAnchor Technologies	239.03	6860.00
8131	8/15/2020	WattWizard	PowerMatic Havells	2.81	257.00
8132	8/15/2020	WattWizard	PowerMatic Havells	7.46	639.00
8133	8/15/2020	WattWizard	PowerMatic Havells	8.24	637.00
8134	8/15/2020	WattWizard	Others	12.84	195.00
8135	8/15/2020	WattWizard	SupraVolt Manufacturing	717.10	1622.00
8136	8/15/2020	ElectroSphere	VoltStar Havells	128.46	988.40
8137	8/15/2020	ElectroSphere	AnchorVolt Industries	415.48	2969.00
8138	8/15/2020	ElectroSphere	AnchorVolt Industries	631.61	4452.00
8139	8/15/2020	ElectroSphere	AnchorVolt Industries	225.14	1569.20
8140	8/15/2020	ElectroSphere	AnchorVolt Industries	1644.00	8907.00
8141	8/15/2020	ElectroSphere	AnchorVolt Industries	1143.70	8162.00
8142	8/15/2020	ElectroSphere	AnchorVolt Industries	1088.82	7728.80
8143	8/15/2020	SparkWave	AnchorVolt Industries	1876.13	40223.00
8144	8/2/2020	Cash	Others	10.16	194.80
8145	8/2/2020	Cash	Others	56.32	357.80
8146	9/14/2020	Cash	DynoGrid Industries	-43.58	1999.00
8147	9/14/2020	Cash	ApexVolt Industries	14.10	54.20
8148	9/14/2020	Cash	Others	100.01	378.00
8149	9/14/2020	Cash	Others	14.68	25.20
8150	9/14/2020	Cash	VoltFusion Technologies	302.09	1621.30
8151	9/14/2020	Cash	Others	72.88	535.00
8152	9/14/2020	Cash	PowerMatic Havells	29.74	103.60
8153	9/14/2020	Cash	VoltStar Havells	119.01	269.20
8154	9/14/2020	Cash	VoltStar Havells	120.60	278.52
8155	9/14/2020	Cash	VoltStar Havells	836.14	1269.00
8156	9/14/2020	Cash	AnchorVolt Industries	1528.41	6058.00
8157	9/14/2020	Cash	AnchorVolt Industries	165.04	633.96
8158	9/14/2020	Cash	AnchorVolt Industries	410.38	3653.60
8159	9/14/2020	Cash	AnchorVolt Industries	99.37	743.80
8160	9/14/2020	Cash	AnchorVolt Industries	581.33	2260.80
8161	9/14/2020	Cash	AnchorVolt Industries	1203.13	4693.20
8162	9/14/2020	Cash	AnchorVolt Industries	209.72	1828.80
8163	9/14/2020	Cash	AnchorVolt Industries	82.65	947.44
8164	9/14/2020	Cash	AnchorVolt Industries	353.66	1368.08
8165	9/14/2020	Cash	AnchorVolt Industries	42.71	629.96
8166	9/14/2020	Cash	AnchorVolt Industries	879.47	2616.00
8167	9/14/2020	Cash	AnchorVolt Industries	53.39	420.64
8168	9/14/2020	Cash	AnchorVolt Industries	148.77	1434.20
8169	9/14/2020	Cash	AnchorVolt Industries	148.59	566.20
8170	9/14/2020	Cash	AnchorVolt Industries	1954.99	4453.00
8171	9/14/2020	Cash	AnchorVolt Industries	110.79	472.72
8172	9/14/2020	Cash	AnchorVolt Industries	525.96	2105.03
8173	9/14/2020	Cash	AnchorVolt Industries	381.07	2786.60
8174	9/14/2020	Cash	AnchorVolt Industries	358.74	1649.20
8175	9/14/2020	Cash	AnchorVolt Industries	113.90	486.27
8176	9/14/2020	Cash	AnchorVolt Industries	237.64	1105.68
8177	9/14/2020	Cash	AnchorVolt Industries	130.42	572.99
8178	9/14/2020	Cash	AnchorVolt Industries	266.05	1020.88
8179	9/14/2020	Cash	AnchorVolt Industries	74.67	321.95
8180	9/14/2020	Cash	AnchorVolt Industries	325.00	1309.00
8181	9/14/2020	Cash	AnchorVolt Industries	411.77	1789.61
8182	9/14/2020	Cash	AnchorVolt Industries	172.38	775.58
8183	9/14/2020	Cash	AnchorVolt Industries	63.83	289.10
8184	9/14/2020	Cash	AnchorVolt Industries	252.70	911.00
8185	9/14/2020	Cash	HavellCore Technologies	80.04	116.24
8186	9/14/2020	Cash	Others	31.08	147.40
8187	9/14/2020	Cash	Others	65.76	182.00
8188	9/14/2020	Cash	VoltIndus Fabrications	691.87	3972.55
8189	9/14/2020	Cash	VoltIndus Fabrications	824.09	4253.40
8190	9/14/2020	Cash	VoltIndus Fabrications	452.61	1934.00
8191	9/14/2020	Cash	VoltIndus Fabrications	415.60	1549.60
8192	9/14/2020	Cash	VoltWave Manufacturing	58.55	103.20
8193	9/14/2020	Cash	VoltWave Manufacturing	197.20	263.84
8194	9/14/2020	Cash	OrionVolt Systems	29.31	503.40
8195	9/15/2020	ElectroZone	HavellVolt Solutions	433.03	8823.00
8196	9/15/2020	ElectroSource	HavellVolt Solutions	569.81	7005.00
8197	9/15/2020	ElectroSource	HavellVolt Solutions	638.40	6433.00
8198	9/15/2020	ElectroSource	HavellVolt Solutions	683.51	6822.00
8199	9/15/2020	ElectroSource	HavellVolt Solutions	648.10	5527.00
8200	9/15/2020	ElectroSource	HavellVolt Solutions	1554.37	12665.00
8201	9/15/2020	ElectroSource	HavellVolt Solutions	495.54	7252.00
8202	9/15/2020	ElectroSource	HavellVolt Solutions	789.03	9211.00
8203	9/15/2020	ElectroSource	HavellVolt Solutions	248.56	7141.00
8204	9/15/2020	ElectroSource	HavellVolt Solutions	327.53	4993.00
8205	9/15/2020	VoltMaster	VoltStar Havells	726.51	1191.00
8206	9/15/2020	VoltMaster	AnchorVolt Industries	506.83	3651.00
8207	9/15/2020	VoltMaster	AnchorVolt Industries	367.75	2610.00
8208	9/15/2020	VoltMaster	AnchorVolt Industries	420.75	2969.00
8209	9/15/2020	VoltMaster	AnchorVolt Industries	251.48	1794.80
8210	9/15/2020	VoltMaster	AnchorVolt Industries	225.15	1565.20
8211	9/15/2020	VoltMaster	AnchorVolt Industries	104.87	749.00
8212	9/15/2020	VoltMaster	AnchorVolt Industries	146.47	1050.80
8213	9/15/2020	VoltMaster	AnchorVolt Industries	359.35	2533.80
8214	9/15/2020	VoltMaster	AnchorVolt Industries	183.68	1268.40
8215	9/15/2020	VoltMaster	AnchorVolt Industries	493.41	2678.20
8216	9/15/2020	VoltMaster	AnchorVolt Industries	320.75	2232.00
8217	9/15/2020	VoltMaster	AnchorVolt Industries	228.55	1641.40
8218	9/15/2020	VoltMaster	AnchorVolt Industries	373.75	2601.00
8219	9/15/2020	VoltMaster	SupraVolt Manufacturing	444.31	1264.17
8220	9/15/2020	VoltMaster	SupraVolt Manufacturing	258.54	1068.96
8221	9/15/2020	VoltMaster	SupraVolt Manufacturing	2515.89	6067.14
8222	9/15/2020	VoltMaster	SupraVolt Manufacturing	376.34	853.52
8223	9/15/2020	VoltMaster	SupraVolt Manufacturing	361.01	2321.00
8224	9/15/2020	VoltMaster	SupraVolt Manufacturing	426.01	1798.38
8225	9/15/2020	VoltMaster	SupraVolt Manufacturing	588.65	1541.76
8226	9/15/2020	Cash	OrionVolt Systems	239.50	736.00
8227	9/4/2020	PulseCraft Depot	PowerFusion Systems	240.00	759.00
8228	9/3/2020	PulseCraft Depot	BharatElectra Works	335.61	1696.00
8229	9/3/2020	PulseCraft Depot	BharatElectra Works	54.00	1008.00
8230	9/3/2020	ElectroFlow	VoltStar Havells	190.15	1356.42
8231	9/3/2020	ElectroFlow	VoltStar Havells	133.23	981.33
8232	9/3/2020	ElectroFlow	VoltStar Havells	194.45	1370.26
8233	9/3/2020	ElectroFlow	VoltStar Havells	40.58	271.56
8234	9/2/2020	Cash	BharatElectra Works	1341.77	4855.00
8235	9/2/2020	Cash	BharatElectra Works	764.00	4852.00
8236	9/2/2020	Cash	BharatElectra Works	209.48	3735.00
8237	9/2/2020	Cash	VoltStar Havells	59.80	117.00
8238	9/2/2020	Cash	VoltStar Havells	364.77	827.56
8239	9/2/2020	Cash	ApexVolt Industries	9.97	111.80
8240	9/2/2020	Cash	AnchorVolt Industries	1184.56	3569.20
8241	9/2/2020	Cash	AnchorVolt Industries	424.33	1281.00
8242	9/2/2020	Cash	AnchorVolt Industries	3515.00	10589.00
8243	9/2/2020	Cash	AnchorVolt Industries	715.78	2158.00
8244	9/2/2020	Cash	Others	17.87	77.00
8245	9/2/2020	Cash	Others	56.74	82.00
8246	9/2/2020	Cash	ApexVolt Industries	11.36	70.00
8247	9/2/2020	Cash	Others	132.48	450.00
8248	9/2/2020	Cash	Others	72.32	427.60
8249	9/2/2020	Cash	VoltFusion Technologies	610.54	3249.20
8250	9/2/2020	Cash	VoltFusion Technologies	301.04	1622.95
8251	9/2/2020	Cash	Others	327.02	1824.00
8252	9/2/2020	BrightWire	AnchorVolt Industries	480.14	3424.20
8253	9/2/2020	BrightWire	AnchorVolt Industries	314.74	2238.00
8254	9/2/2020	BrightWire	AnchorVolt Industries	580.99	2240.00
8255	9/2/2020	BrightWire	AnchorVolt Industries	779.22	3342.00
8256	8/30/2020	BrightEnergy	VoltStar Havells	101.50	2181.00
8257	8/30/2020	BrightEnergy	VoltStar Havells	105.50	2179.00
8258	8/30/2020	BrightEnergy	VoltStar Havells	368.00	9321.00
8259	8/30/2020	BrightEnergy	AnchorVolt Industries	2088.70	14840.00
8260	8/30/2020	BrightEnergy	AnchorVolt Industries	818.42	5791.60
8261	8/30/2020	BrightEnergy	AnchorVolt Industries	-127.94	4677.60
8262	8/30/2020	BrightEnergy	AnchorVolt Industries	316.61	2228.00
8263	8/30/2020	BrightEnergy	AnchorVolt Industries	-765.98	8026.60
8264	8/30/2020	BrightEnergy	AnchorVolt Industries	540.01	3796.20
8265	8/30/2020	BrightEnergy	AnchorVolt Industries	-81.07	10689.80
8266	8/30/2020	BrightEnergy	AnchorVolt Industries	723.21	5130.80
8267	8/30/2020	Cash	ApexVolt Industries	1.11	217.99
8268	8/30/2020	Cash	HavellCore Technologies	15.52	24.00
8269	8/30/2020	Cash	ApexCraft Electric	939.91	4073.72
8270	8/30/2020	Cash	Others	12.56	112.00
8271	8/30/2020	Cash	VoltStar Havells	114.10	264.00
8272	8/30/2020	Cash	VoltStar Havells	18.05	46.00
8273	8/30/2020	Cash	HavellCore Technologies	10.02	17.00
8274	8/30/2020	Cash	ApexCraft Electric	944.26	4071.00
8275	8/30/2020	Cash	Others	5.56	120.00
8276	8/29/2020	Cash	VoltStar Havells	22.14	47.00
8277	8/29/2020	Cash	ApexVolt Industries	10.65	21.60
8278	8/29/2020	Cash	NexaGrid Solutions	19.90	52.00
8279	8/29/2020	Cash	BharatElectra Works	109.72	624.00
8280	8/29/2020	Cash	BharatElectra Works	185.97	1009.00
8281	8/29/2020	Cash	OrionVolt Systems	44.39	61.00
8282	8/29/2020	Cash	OrionVolt Systems	6.31	16.00
8283	8/29/2020	WattFlow	VoltStar Havells	546.89	1996.72
8284	8/29/2020	WattFlow	VoltStar Havells	664.23	2546.42
8285	8/29/2020	WattFlow	VoltStar Havells	157.50	604.00
8286	8/29/2020	WattFlow	VoltStar Havells	254.00	1548.00
8287	8/29/2020	WattFlow	VoltStar Havells	30.23	190.20
